labels 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64
56 0.00214554 0.000247968 0.000633125 0.00121856 0.000656982 0.00106689 0.000953212 0.000339338 0.00262302 0.00201365 0.000799649 0.00151886 0.00173373 0.00441484 0.000744499 0.000334762 0.00499407 0.0105502 0.000405708 0.00401517 0.000455341 0.000520327 0.00486177 0.00611147 0.00580261 0.000380038 0.00258474 0.000651112 0.00173181 0.000488623 0.03092 0.000948042 0.00217862 0.000433837 0.000343196 0.000528994 0.0187964 0.00161415 0.00245729 0.00962109 0.00342767 0.000307969 0.00373851 0.00119009 0.000282429 0.000261639 0.000294654 0.00025203 0.00329386 0.00467354 0.0070384 0.000981607 0.0046476 0.000363654 0.00119755 0.00047318 0.82447 0.000948198 0.00551444 0.000635498 0.000729965 0.00062723 0.00124761 0.000311597 0.000251548
57 0.000379064 0.00208933 0.00144206 0.000885976 0.00124508 0.000853969 0.000343474 0.00393302 0.000993512 0.00124408 0.000841382 0.000836521 0.000628752 0.000619151 0.0010821 0.00111216 0.000496834 0.00241935 0.00216575 0.00212379 0.00204607 0.00141699 0.0152533 0.00679454 0.00049202 0.00145424 0.000748597 0.00124282 0.0010955 0.00293388 0.00242023 0.389121 0.0111142 0.00294942 0.0300505 0.00132337 0.000727575 0.000858793 0.000656232 0.00147876 0.000755816 0.00115735 0.0013507 0.00134118 0.00180814 0.00163289 0.00222858 0.00191639 0.00311486 0.000664157 0.000439876 0.00226593 0.00162694 0.00273723 0.000805164 0.00175411 0.00205842 0.424638 0.0102118 0.00569153 0.024459 0.00140402 0.000753324 0.00217688 0.00309508
59 0.000245152 0.000708912 0.000540468 0.000447219 0.00153847 0.000500358 0.000293544 0.00189158 0.00077393 0.000247774 0.00281266 0.000395397 0.00024789 0.000353199 0.000364064 0.000394161 0.000252391 0.00076262 0.000755146 0.000764 0.012196 0.000621659 0.00473602 0.00396565 0.000273994 0.00044117 0.000330913 0.00206943 0.000691732 0.000696185 0.000577145 0.00227953 0.00136054 0.376359 0.00628538 0.00475106 0.000560174 0.000567101 0.000238579 0.000765981 0.000295867 0.000565629 0.000765428 0.00105094 0.000676951 0.000700532 0.00214955 0.000707289 0.00243138 0.000603985 0.000265738 0.000518866 0.000332271 0.00143152 0.000558167 0.000541307 0.000783146 0.00241625 0.00271725 0.534316 0.00413474 0.00366687 0.00335329 0.000553488 0.000407091
61 0.000346131 0.00320664 0.00207386 0.0010493 0.00133754 0.00116334 0.000534998 0.00762506 0.00133077 0.000478769 0.00424498 0.00112326 0.00084556 0.000779411 0.00459546 0.00113642 0.000773102 0.0020711 0.0048273 0.00197842 0.00391881 0.00318213 0.00164255 0.00130046 0.000489735 0.000765417 0.000929807 0.000939364 0.000996232 0.00391536 0.000866708 0.00144675 0.00111218 0.00446957 0.00427227 0.339646 0.00187384 0.00111327 0.000779368 0.00108778 0.00103488 0.0013317 0.00156201 0.00206862 0.00219937 0.00156981 0.00179609 0.00293894 0.00123775 0.00150397 0.000725139 0.000787362 0.00116045 0.00249678 0.00109088 0.00178962 0.00127874 0.00232918 0.0025785 0.00589069 0.00272703 0.538357 0.00283084 0.000798447 0.0016474
62 0.000538872 0.00133837 0.000806963 0.000684531 0.00228877 0.00132629 0.000719588 0.00153594 0.00206191 0.00170964 0.00846474 0.000685113 0.000444196 0.000890858 0.000631016 0.000297999 0.00111152 0.000670828 0.000873033 0.00103972 0.00962617 0.000785375 0.000891468 0.0012229 0.000731641 0.000645166 0.00213515 0.00464036 0.00118274 0.000319553 0.000477526 0.000662817 0.00110569 0.00513039 0.0018495 0.00444849 0.00766562 0.000690845 0.000564982 0.000817028 0.00225293 0.000675026 0.00540703 0.00166652 0.000993763 0.00110181 0.00358766 0.00101796 0.000560166 0.000845054 0.000750998 0.000875969 0.00113092 0.000469085 0.00119645 0.000616258 0.00160662 0.000543683 0.00270857 0.00494204 0.00173065 0.00449191 0.884475 0.000471691 0.00216934
63 0.000198305 0.00242514 0.00031279 0.000385758 0.00333133 0.000673275 0.000888025 0.000406993 0.000292061 0.000314925 0.000850504 0.000424972 0.000360421 0.000297037 0.000907386 0.000631673 0.000214751 0.000331738 0.00238135 0.00055373 0.00173048 0.00123272 0.00099002 0.000750809 0.000260634 0.000523449 0.000989572 0.000472627 0.000308437 0.00161785 0.000322655 0.00105465 0.000935025 0.00044234 0.000741979 0.000544561 0.000278578 0.0014021 0.000438518 0.000565691 0.000307803 0.00550395 0.000344221 0.00113328 0.00231519 0.000561066 0.00303974 0.0022244 0.000544364 0.000872013 0.000297468 0.00167843 0.000729713 0.00372181 0.000376755 0.00262368 0.000304569 0.00135392 0.000715629 0.00063317 0.00103707 0.000492582 0.000349588 0.922033 0.0150214
64 0.00104852 0.0113379 0.00278495 0.00134866 0.00274469 0.00512396 0.001444 0.00730398 0.00106921 0.00524136 0.00720662 0.00109496 0.00107769 0.00129601 0.00337204 0.00424981 0.00128944 0.00110698 0.00610801 0.0154378 0.00118109 0.00237023 0.00166315 0.00213637 0.00186263 0.00129788 0.00187733 0.00120931 0.00107768 0.00496569 0.00170062 0.0034933 0.00440308 0.0018645 0.00160439 0.00134823 0.00175574 0.00377231 0.000925274 0.00316846 0.00101043 0.00210085 0.00129344 0.00542647 0.0061342 0.0181463 0.00231989 0.00832012 0.00293588 0.000845079 0.00120467 0.00394781 0.0024804 0.00215779 0.00103223 0.0028538 0.00212578 0.00378073 0.00826849 0.00287439 0.00556765 0.0016167 0.00224175 0.0155486 0.770403
0 0.814514 0.000703345 0.000941867 0.000823167 0.000552989 0.00116059 0.00960368 0.000309942 0.00114191 0.0150206 0.000560788 0.000772266 0.0173739 0.0059738 0.000674073 0.000461813 0.00263931 0.000613553 0.000428924 0.000741401 0.000507937 0.000865056 0.000646637 0.000732128 0.0241704 0.000881224 0.00897762 0.000832579 0.00116327 0.000288033 0.00320344 0.00097885 0.00146376 0.0003326 0.00026982 0.000291338 0.00870485 0.00142216 0.013272 0.00114617 0.00382124 0.000897075 0.00939125 0.000795669 0.000431114 0.00116726 0.000516159 0.000542544 0.00155639 0.00271229 0.011533 0.00158027 0.00556749 0.000890924 0.00140728 0.00093544 0.00407676 0.00104876 0.00116549 0.000328061 0.00053624 0.000314188 0.000919347 0.000910105 0.00179432
1 0.00450912 0.322136 0.0109145 0.00953765 0.00599864 0.00803372 0.00619876 0.00407988 0.00689209 0.00618199 0.00337829 0.00370314 0.00956201 0.00322402 0.014483 0.00505739 0.00460724 0.00337545 0.0406095 0.00942457 0.0026564 0.0304913 0.00456965 0.00477132 0.00502789 0.00439626 0.012022 0.00296496 0.00852257 0.0110981 0.00354369 0.00371223 0.00271316 0.00361892 0.00641594 0.00578682 0.0072821 0.00505016 0.00648965 0.00248446 0.00555371 0.0511979 0.00592408 0.00987287 0.0584387 0.00838674 0.00828687 0.0543514 0.00523596 0.00559241 0.00556786 0.00543457 0.00569173 0.0179161 0.00633485 0.0601153 0.00315282 0.00513777 0.00361556 0.00458206 0.0104428 0.00764746 0.00290595 0.024828 0.00826233
2 0.00038184 0.00128578 0.954175 0.00175403 0.000150233 0.000328443 0.00042198 0.00314457 0.000356621 0.00116918 0.00105005 0.00062312 0.000331725 0.000326815 0.000686215 0.000273824 0.000235106 0.00010815 0.000425147 0.000523829 0.000180435 0.000512666 0.000507176 0.000185433 0.000332751 0.00167123 0.00092296 0.00123422 0.000333256 0.000173108 8.44802e-05 0.000690411 0.000135709 0.000773254 0.000280249 0.00533612 0.00111362 0.000222798 0.000220114 0.000120725 0.000288862 0.000501775 0.00138335 0.000346056 0.000354837 0.000604846 0.00169371 0.000814507 0.000225606 0.000289572 0.000285276 0.000507734 0.00046246 0.000357698 0.000557071 0.000388274 0.000133974 0.000485022 0.000181613 0.000604133 0.00147318 0.00328348 0.000511881 0.000329692 0.00115317
3 0.00456409 0.0119642 0.01639 0.463362 0.00389523 0.0319271 0.0142298 0.00448073 0.0312155 0.0069274 0.00441104 0.0197645 0.0102483 0.00519012 0.00519618 0.0027736 0.0081223 0.00315987 0.00727475 0.00961976 0.00169646 0.00697477 0.00454883 0.00595691 0.0108765 0.00482012 0.00838027 0.0048119 0.0384317 0.00367854 0.00439058 0.00298911 0.00318046 0.00177956 0.00315797 0.00628145 0.0121783 0.00506021 0.0089411 0.0044122 0.0103154 0.00695635 0.00698535 0.00490396 0.00845024 0.0100453 0.00427697 0.00945983 0.00312749 0.00357608 0.0151125 0.00321078 0.00319225 0.00433026 0.048665 0.00735525 0.00391033 0.00329911 0.00377231 0.00331166 0.00506442 0.00901705 0.00476532 0.0040149 0.00561827
4 0.000430908 0.0117649 0.000634655 0.000425969 0.869332 0.00105138 0.00144366 0.0013836 0.000530901 0.000398489 0.016333 0.000478108 0.000421205 0.000491322 0.00118385 0.00118893 0.00059083 0.000414818 0.00255317 0.00243661 0.00392974 0.000674831 0.000579672 0.00170041 0.000702031 0.000359986 0.000760954 0.00113836 0.00042602 0.00198071 0.000403083 0.00101975 0.0042672 0.00310213 0.000803803 0.00102248 0.000413077 0.00080658 0.000443098 0.00384213 0.000435915 0.00200278 0.00190638 0.00378477 0.00221278 0.00560883 0.0031876 0.00355576 0.00113802 0.000957523 0.000414846 0.00102804 0.00172299 0.00110187 0.000456128 0.00076273 0.000355885 0.00100971 0.00323199 0.00247228 0.00177304 0.000645731 0.00219721 0.00976177 0.00641064
5 0.00730502 0.00250283 0.00300099 0.0182333 0.00280196 0.570566 0.0444991 0.00262963 0.0133356 0.00545266 0.00193487 0.011396 0.0101019 0.00730451 0.00754353 0.00560841 0.00475594 0.00326139 0.00353608 0.0108065 0.0022386 0.00316333 0.00142775 0.0049101 0.00781116 0.00173396 0.00411784 0.00232075 0.042603 0.00288792 0.00573623 0.00240302 0.00226912 0.00162923 0.00140505 0.00385942 0.00543116 0.00892635 0.00745067 0.00609421 0.012794 0.00532732 0.00633909 0.00316567 0.00378278 0.0152896 0.00150059 0.00503131 0.00164639 0.00263602 0.0106533 0.00209937 0.00174738 0.00314294 0.0354075 0.00430793 0.00641072 0.00242101 0.00273535 0.00191436 0.00265004 0.00384655 0.00277656 0.00430225 0.00307704
6 0.051085 0.00868476 0.00632383 0.089658 0.00371464 0.0218298 0.216699 0.00240253 0.0374558 0.0463801 0.00320079 0.0125207 0.0224677 0.00556554 0.0058166 0.00292548 0.00863178 0.00279497 0.00479943 0.00821417 0.00204441 0.00335384 0.00156506 0.00377607 0.0145819 0.00392175 0.0128527 0.00342033 0.103825 0.00257927 0.00464992 0.00243194 0.00219638 0.00195554 0.0019253 0.00233575 0.0192646 0.00558698 0.0125235 0.00414142 0.0143325 0.00661599 0.0166671 0.00297813 0.00517767 0.0179962 0.00218611 0.00811999 0.00257251 0.0029137 0.00778608 0.00339105 0.00406415 0.00405354 0.0670507 0.0120087 0.00506032 0.00328183 0.00228616 0.00187142 0.0043234 0.00291042 0.00460846 0.0102959 0.017346
7 0.000421202 0.00932872 0.0017056 0.000928624 0.000698561 0.00129242 0.000618766 0.840919 0.00065468 0.0010926 0.00128983 0.000581435 0.000520296 0.000657775 0.000833916 0.00144763 0.000481294 0.00053099 0.00558548 0.00301149 0.00203396 0.000821882 0.00112317 0.000475929 0.000649133 0.00113675 0.000550049 0.00107612 0.000538918 0.00386736 0.000648508 0.00240582 0.000582794 0.00265435 0.00904245 0.0218017 0.000774004 0.000920718 0.00055145 0.000530558 0.000623721 0.00213272 0.000829468 0.00141934 0.00850795 0.0052012 0.00348282 0.0118017 0.000912648 0.000735519 0.000642282 0.00102825 0.000640746 0.00176961 0.000717149 0.00124423 0.000922472 0.00419541 0.00114251 0.00221649 0.00562528 0.0126693 0.00204565 0.00229525 0.00241206
8 0.00914234 0.00304102 0.0024546 0.029855 0.00346394 0.00856377 0.0253015 0.00108433 0.66883 0.00516236 0.00442059 0.0107134 0.00869694 0.0041286 0.00243379 0.00138046 0.00624247 0.00177495 0.00216467 0.00379958 0.00175676 0.0029388 0.00175121 0.00434651 0.00688369 0.00190635 0.00515007 0.00189801 0.0290451 0.00129611 0.00238248 0.00161672 0.00300401 0.0015793 0.00138895 0.00330118 0.0104895 0.00523955 0.005509 0.00620447 0.00652164 0.00259302 0.00442429 0.00287543 0.00254561 0.0041381 0.00167357 0.00288924 0.00164077 0.00239247 0.00515354 0.00192694 0.00169544 0.00199386 0.0249108 0.00312226 0.0020552 0.0015249 0.0026394 0.00216467 0.00214314 0.0046174 0.00746065 0.00262096 0.00393492
9 0.0375721 0.00275912 0.00422921 0.00486694 0.00104723 0.00550529 0.0144403 0.000732632 0.00495152 0.655482 0.000934598 0.00218866 0.0167055 0.00478422 0.00233556 0.00149465 0.00553376 0.00173546 0.00147492 0.00268379 0.000984624 0.001786 0.000959858 0.00202837 0.0199904 0.00302946 0.0129951 0.00185123 0.0169196 0.000971867 0.00529441 0.00206577 0.00148453 0.000671692 0.000785783 0.000725514 0.0151725 0.00367214 0.00853363 0.00129653 0.0117897 0.00176285 0.0277523 0.0014151 0.00150999 0.00446259 0.00103617 0.00223584 0.00196542 0.00218021 0.0135352 0.00279601 0.00537651 0.00149105 0.0221087 0.00488306 0.00366159 0.00192322 0.00139821 0.000643593 0.00221868 0.000911868 0.00242728 0.0026668 0.00517127
10 0.000337571 0.00380923 0.00169782 0.000736935 0.00554137 0.00176127 0.000757557 0.000807391 0.000890766 0.000339885 0.898771 0.000753701 0.000252938 0.000716405 0.00258669 0.00186212 0.000285169 0.000544329 0.00148373 0.00209207 0.00241344 0.00113438 0.000508814 0.000863041 0.000399354 0.000781346 0.000467533 0.00191346 0.000957731 0.000566032 0.000175165 0.000302183 0.0025808 0.00210656 0.000513266 0.00330685 0.000539315 0.00179393 0.000221889 0.00130854 0.000287014 0.00253563 0.000561384 0.00650606 0.00103308 0.00448557 0.00194305 0.00176861 0.000806908 0.000822449 0.000200524 0.00126718 0.000460171 0.00144437 0.000649711 0.000678755 0.000219863 0.000232479 0.00337083 0.00174723 0.00313035 0.00147387 0.00123866 0.00762989 0.00662513
11 0.00414774 0.00264294 0.0061451 0.258675 0.00227602 0.013157 0.0102573 0.00163901 0.0193285 0.0150788 0.00263671 0.456591 0.00411371 0.0120774 0.00219169 0.00129807 0.00368801 0.00726258 0.00310929 0.00676521 0.00074887 0.00210375 0.00332769 0.00627757 0.00846999 0.00396614 0.00713234 0.00321449 0.0113146 0.00162891 0.00241146 0.00143037 0.00170614 0.000924323 0.00132105 0.00153152 0.0118011 0.00375475 0.00378396 0.00313918 0.00900442 0.00178677 0.00407992 0.00254847 0.00315566 0.0043852 0.0014273 0.00319778 0.00230641 0.00314116 0.00715963 0.00283263 0.00278611 0.00128566 0.0107303 0.00206191 0.00390158 0.00139259 0.00230357 0.00107315 0.00252127 0.00193928 0.00279388 0.00233037 0.00678525
38 0.233715 0.0019591 0.00242889 0.00453206 0.00147209 0.00427668 0.0657615 0.000769519 0.00528702 0.0350611 0.00129489 0.00316674 0.177497 0.00652122 0.0015503 0.00116134 0.0174579 0.00121352 0.00136581 0.00196116 0.00140724 0.00210408 0.00112929 0.00169277 0.0269748 0.00270452 0.0117458 0.00197384 0.00561542 0.00090513 0.00734993 0.00232494 0.00168429 0.0007378 0.000674141 0.000761002 0.0112938 0.00449892 0.238157 0.00329295 0.0128708 0.00202114 0.0129592 0.00157241 0.00139373 0.00464822 0.00125127 0.00221242 0.00222347 0.00292798 0.0137773 0.0026386 0.00589735 0.00271411 0.00736715 0.00482838 0.00553152 0.00294087 0.00196245 0.000700715 0.00134052 0.000884854 0.00190143 0.003224 0.0047301
13 0.0265908 0.000213008 0.000657606 0.000775639 0.000317431 0.00221661 0.00699983 0.000300243 0.00189793 0.00829234 0.000527019 0.00424127 0.00699551 0.811678 0.00234808 0.00159439 0.00194205 0.00157344 0.000250755 0.000464874 0.00183917 0.00277521 0.00100783 0.00270866 0.00669441 0.00603048 0.00293237 0.0038899 0.00103145 0.000280668 0.0122957 0.00217517 0.00246842 0.000325479 0.000235955 0.000299774 0.00331759 0.00734397 0.00643662 0.00123622 0.00289081 0.000424834 0.00442809 0.00198455 0.000229884 0.000623734 0.0013762 0.000231168 0.00103073 0.00449669 0.00507206 0.0102128 0.00229363 0.00155376 0.00120127 0.000437034 0.00901523 0.00138754 0.00164548 0.00030017 0.000791414 0.000303715 0.00133745 0.000460681 0.00106939
14 0.00154641 0.0196264 0.00569404 0.00490506 0.00304712 0.00843312 0.00378529 0.00716198 0.00421842 0.00209624 0.002463 0.00546979 0.004917 0.00265014 0.45294 0.0879629 0.00351725 0.00342916 0.0392309 0.0137285 0.00236732 0.0291116 0.00270304 0.00532921 0.00311518 0.00516296 0.00402158 0.00317185 0.00391519 0.0120586 0.00337723 0.00465419 0.0019786 0.00316536 0.00384556 0.00543939 0.00277318 0.00358995 0.00402392 0.00355071 0.00553853 0.0288898 0.00276367 0.00467207 0.0285887 0.0144853 0.00443054 0.0319236 0.00200437 0.00249455 0.00460166 0.00321174 0.00319716 0.0140282 0.00435911 0.0103626 0.00252076 0.00381157 0.00294504 0.00272831 0.00692667 0.0084523 0.00173589 0.0129976 0.00815269
15 0.00175107 0.0303921 0.00536984 0.00633897 0.00423024 0.0111088 0.00377601 0.0158992 0.00419633 0.00331456 0.00359666 0.00504241 0.00456559 0.00296957 0.0801957 0.351044 0.00463191 0.00578271 0.0384223 0.0225819 0.0043649 0.0167028 0.00367347 0.0085404 0.00329589 0.0102155 0.00364224 0.00551728 0.00608442 0.0176575 0.0031818 0.00868787 0.00260841 0.00431019 0.00719022 0.00465979 0.00323993 0.00264136 0.00345577 0.00377874 0.00561045 0.0292607 0.00314859 0.00629134 0.0404786 0.0233808 0.00555537 0.0440092 0.00223669 0.00380884 0.00480263 0.00604753 0.00378425 0.0198922 0.00547207 0.00874813 0.00264541 0.00674828 0.00353212 0.00369956 0.0111201 0.00777066 0.00191905 0.0108118 0.0105675
16 0.0531688 0.000743234 0.00205676 0.0026123 0.000955952 0.00109423 0.0183566 0.000406066 0.00530595 0.00958264 0.00148718 0.00252717 0.0253986 0.00315352 0.000782894 0.000541813 0.675257 0.00153821 0.000524696 0.00072739 0.000802292 0.000943117 0.00103316 0.00156506 0.0105924 0.00191672 0.0101525 0.00272135 0.00324366 0.000387208 0.00266534 0.000975159 0.00127671 0.000504309 0.000332342 0.000337318 0.0257304 0.00222594 0.056788 0.00385931 0.0111256 0.00102837 0.0053792 0.00109357 0.000472851 0.000994023 0.00077189 0.000607166 0.00264564 0.00317407 0.00753317 0.00241386 0.00749414 0.00116949 0.00431672 0.00177173 0.00372294 0.00107522 0.00155666 0.000532327 0.000499595 0.000397928 0.00297281 0.00132758 0.00164984
17 0.003445 0.00356935 0.00444491 0.0148602 0.00445037 0.00490107 0.00291513 0.00241758 0.0093031 0.0102658 0.00425944 0.0166853 0.00436993 0.00935802 0.00670881 0.00434599 0.00681591 0.45969 0.00488318 0.0425332 0.00196461 0.00306886 0.0183997 0.040302 0.00647824 0.00366725 0.00548239 0.00483532 0.00738917 0.00478065 0.0141728 0.00319927 0.00471585 0.00168162 0.00151944 0.00290782 0.0176322 0.00508531 0.00337473 0.0215083 0.0110273 0.00226881 0.00564836 0.00797625 0.0027518 0.00164167 0.00131278 0.00253945 0.0103679 0.0278954 0.0081627 0.0077129 0.0227958 0.00314753 0.00573076 0.00228511 0.0588961 0.00248104 0.0103951 0.00240365 0.00280639 0.0035457 0.000992996 0.00137763 0.00144895
45 0.00149189 0.00440552 0.000723925 0.00123173 0.00148046 0.00453328 0.00191226 0.00249702 0.000801155 0.00185229 0.00211431 0.000621048 0.000716122 0.00193598 0.00101652 0.000756084 0.00099197 0.000586938 0.00311393 0.186732 0.000642636 0.000905122 0.000438198 0.00106493 0.00260911 0.000341061 0.000855506 0.000449602 0.00127615 0.00340603 0.00236021 0.00159766 0.00129012 0.00123135 0.000724321 0.00083415 0.000796886 0.00122952 0.000621571 0.00372476 0.000665256 0.00101145 0.00118684 0.00133332 0.00254795 0.708205 0.0010334 0.00446534 0.0010773 0.000272181 0.000808771 0.000583954 0.000835743 0.000598372 0.000916033 0.00105235 0.00463179 0.00203655 0.00194624 0.00119525 0.00626923 0.000790665 0.00102824 0.00200229 0.0075938
20 0.000908967 0.000197609 0.000169502 0.000263084 0.000292624 0.00185942 0.00121049 0.000634925 0.000890254 0.000521178 0.000702558 0.00108154 0.000787511 0.001909 0.00112451 0.00126228 0.000504702 0.0012204 0.000151932 0.000128159 0.91101 0.00086429 0.000620147 0.00374055 0.000786231 0.0014368 0.000408856 0.00994814 0.000720537 0.000161205 0.00128121 0.00163483 0.00177231 0.00282456 0.000685272 0.00091289 0.000397644 0.00205015 0.000928981 0.000498816 0.000693106 0.000220856 0.00149142 0.00329359 0.000106742 0.000213818 0.0157453 0.000109762 0.000484979 0.00159862 0.000428802 0.00161144 0.000980273 0.00223558 0.000945361 0.000116432 0.000529919 0.00106681 0.00315382 0.00233592 0.000579182 0.000568909 0.00265747 0.000137203 0.000190259
21 0.00782041 0.0165887 0.0060747 0.0061951 0.00318734 0.0227738 0.0111295 0.00332657 0.00814168 0.00573619 0.0027752 0.00937715 0.0316949 0.0206329 0.0297744 0.0121311 0.0104812 0.00649852 0.0126119 0.00947312 0.00825292 0.332518 0.0054642 0.0138155 0.0137099 0.0124559 0.00872786 0.00749175 0.0086754 0.00642194 0.0273307 0.00918726 0.00280962 0.0024558 0.00282462 0.00804834 0.00560032 0.0215526 0.0216023 0.00773401 0.0106139 0.00536953 0.00742654 0.0162207 0.0120341 0.00595763 0.0157296 0.0139837 0.00375611 0.00847893 0.0150952 0.00918563 0.00520917 0.0351624 0.00774327 0.0108643 0.0125085 0.00643644 0.00540497 0.00316329 0.00607413 0.0102333 0.00268941 0.00330303 0.00425325
22 0.000186728 9.86328e-05 0.000292351 0.000383061 0.000189767 0.000156375 8.70986e-05 0.000382455 0.000202109 0.000916002 0.000874242 0.000245049 0.000181636 0.000771498 0.00019058 0.000128734 0.000379024 0.00305845 8.81477e-05 0.000465479 0.000186271 4.98218e-05 0.960419 0.00265041 0.00040343 0.000110521 0.00027949 0.000207732 0.00071926 0.000172077 0.000755553 0.00135434 0.000728071 0.000211067 0.000431016 0.000248858 0.000850268 0.000498136 0.000115852 0.000855937 0.00025608 7.3384e-05 0.000341706 0.000522815 5.55877e-05 7.89983e-05 9.76944e-05 4.6231e-05 0.00324758 0.00278428 0.000435844 0.000342544 0.00220354 9.05345e-05 0.000415627 7.99069e-05 0.00306959 0.00162682 0.00092376 0.000274055 0.00166578 0.000204943 0.000281667 0.000205765 0.00015028
23 0.00334066 8.02265e-05 0.000251416 0.000318012 0.000375453 0.000302806 0.000514061 0.00013418 0.000935285 0.000805436 0.000588308 0.00118881 0.000812546 0.00851504 0.00106524 0.000687026 0.00069459 0.0203298 8.83465e-05 0.000381803 0.00176743 0.00034153 0.0110115 0.820502 0.00117355 0.00189588 0.000967318 0.00754735 0.0004088 0.000136046 0.00590936 0.00120256 0.0210069 0.000725672 0.00014236 0.000140283 0.00146774 0.00131815 0.00100121 0.00853405 0.000856455 0.000140067 0.00236516 0.00157913 6.67413e-05 6.78994e-05 0.000457029 6.3121e-05 0.00214591 0.0170344 0.00100237 0.00893543 0.00468755 0.000579901 0.000556046 9.01618e-05 0.0211234 0.000428783 0.00676143 0.000950968 0.000528403 0.000125235 0.000665596 0.0001025 7.78811e-05
25 0.00914201 0.00108393 0.00578332 0.00344021 0.000925107 0.00477997 0.00525517 0.00239078 0.00594797 0.00529892 0.0016936 0.023213 0.00894774 0.021912 0.0168607 0.0313141 0.00380336 0.0105577 0.00122264 0.00104057 0.011788 0.0162068 0.00507005 0.015888 0.00543383 0.503996 0.00423651 0.0680926 0.00190337 0.00129138 0.0103636 0.00869688 0.00353106 0.000935331 0.00106154 0.00160433 0.00460442 0.00567015 0.0107368 0.0027171 0.0110061 0.00184505 0.00429197 0.0089082 0.00120137 0.000898384 0.0143035 0.00104928 0.00219864 0.0166426 0.00529555 0.036391 0.00453552 0.017948 0.00250364 0.00152722 0.00449056 0.00447439 0.00394324 0.000922396 0.00188705 0.00179312 0.00142665 0.000914155 0.00116154
26 0.0236569 0.00889832 0.0129567 0.00297632 0.00351655 0.00356069 0.00478992 0.00190311 0.00289775 0.0499472 0.00322416 0.00307065 0.00968172 0.00679549 0.00357135 0.00251072 0.00504333 0.00335133 0.00438239 0.00283034 0.00233424 0.00516356 0.0040611 0.00483014 0.0132833 0.00584199 0.493749 0.00442851 0.00249956 0.00189409 0.00417426 0.00337693 0.00426575 0.000944614 0.000875524 0.00138564 0.0230874 0.00199248 0.00955161 0.00327257 0.00961448 0.00584905 0.0228267 0.00413224 0.00552722 0.00273933 0.00305559 0.00454422 0.00578981 0.0140177 0.0182205 0.0278058 0.0747111 0.0052271 0.00370096 0.00534337 0.00718039 0.00316302 0.00463507 0.00118448 0.00120901 0.00178592 0.00271432 0.00612975 0.00831529
27 0.00201696 0.000182215 0.00124832 0.000367198 0.000139093 0.00128671 0.00183312 0.000401877 0.00104333 0.000930735 0.000380365 0.00649908 0.00157663 0.0040534 0.00349899 0.0034567 0.000875885 0.000922125 0.000130165 9.76827e-05 0.0061101 0.00125045 0.000809832 0.00388891 0.000974942 0.00843464 0.000822082 0.904703 0.000403542 0.00015338 0.00106435 0.00162449 0.00214187 0.000960549 0.000179626 0.000297476 0.00115597 0.0013767 0.00145267 0.000430953 0.00140225 0.00022505 0.00102832 0.00151565 0.000100897 0.000142563 0.00790745 0.000103391 0.000391464 0.00337868 0.000583384 0.00250877 0.000974023 0.00145217 0.000780113 0.00010979 0.000337395 0.00078372 0.00227408 0.000867641 0.000364036 0.000351814 0.00273823 0.000159794 0.000343209
28 0.00373705 0.00175787 0.0024574 0.00972152 0.00158969 0.00713461 0.00804084 0.000772813 0.00745514 0.00758653 0.00143551 0.0030101 0.0052407 0.00157061 0.000941534 0.000574307 0.0045941 0.000937842 0.00124035 0.0016141 0.000949969 0.00123378 0.00131187 0.00270721 0.00446852 0.00085596 0.00480175 0.000919933 0.476874 0.000805165 0.00151432 0.000927271 0.00124267 0.00094581 0.000987012 0.000917498 0.00321956 0.0021339 0.00304634 0.0012055 0.00245814 0.00150893 0.00322642 0.00108473 0.00134624 0.00157513 0.000597401 0.0016302 0.00157958 0.00158891 0.00551288 0.00122552 0.00193429 0.00103849 0.375361 0.00241126 0.001246 0.00092461 0.00123389 0.00138367 0.00144917 0.000995964 0.00271147 0.00162906 0.00186547
29 0.00155324 0.0300238 0.0041813 0.00533053 0.00464671 0.012775 0.00285155 0.0360073 0.00303927 0.00335205 0.00278109 0.00397242 0.00586471 0.00462658 0.0189811 0.0269661 0.0030974 0.006691 0.0723675 0.0175326 0.00653712 0.0202758 0.00454611 0.00836822 0.00287395 0.00753275 0.00282616 0.00460366 0.00584931 0.332653 0.00884123 0.0157263 0.00329789 0.00349302 0.00758267 0.0145562 0.00349685 0.00414867 0.00388834 0.00374158 0.00352367 0.0127935 0.00496455 0.00677431 0.0311363 0.00817404 0.00589621 0.0339327 0.00289688 0.00473184 0.00425534 0.00786228 0.00385615 0.0362969 0.00616926 0.00805199 0.00578411 0.0174513 0.00341539 0.00564484 0.0124538 0.0231875 0.00154125 0.00892959 0.00879648
